Day,Temperature (°C),Rainfall (mm),Humidity (%)
6113,22.2,6.0,65
6114,20.8,3.1,48
6115,-1.8,18.9,70
6116,-5.0,39.7,89
6117,-4.3,14.3,97
6118,17.5,42.1,58
6119,31.6,28.1,57
6120,-4.4,26.9,57
6121,10.1,5.1,26
6122,24.3,26.9,47
6123,24.4,37.4,66
6124,31.3,49.7,60
6125,10.0,6.5,59
6126,33.3,8.8,45
6127,3.1,37.7,40
6128,33.4,26.8,52
6129,26.0,28.9,59
6130,32.2,12.5,85
6131,-0.7,0.5,33
6132,-2.9,38.9,84
6133,34.9,4.3,83
6134,26.4,44.5,76
6135,24.0,26.8,53
6136,31.8,16.8,45
6137,11.4,30.8,56
6138,23.0,22.7,95
6139,-4.8,13.0,79
6140,-0.1,21.9,36
6141,1.5,44.2,100
6142,30.8,5.5,37
6143,-0.7,30.8,77
6144,1.4,35.3,21
6145,20.6,25.8,36
6146,4.6,43.0,53
6147,-0.4,45.6,87
6148,12.3,17.3,62
6149,23.8,20.9,25
6150,8.9,5.9,23
6151,21.7,43.0,94
6152,-4.8,40.6,86
6153,15.6,40.4,92
6154,28.0,13.6,39
6155,24.5,7.2,94
6156,9.1,15.6,26
6157,-0.5,32.9,65
6158,11.3,16.9,29
6159,1.8,17.7,81
6160,11.2,44.1,67
6161,22.6,49.8,69
6162,20.2,45.4,86
6163,5.5,24.1,89
6164,10.5,38.9,74
6165,21.9,8.9,45
6166,24.0,29.2,82
6167,6.4,30.9,67
6168,12.3,41.8,83
6169,-1.8,33.1,92
6170,21.3,47.8,30
6171,13.8,16.8,81
6172,7.1,6.9,88
6173,33.9,7.0,23
6174,18.7,15.8,95
6175,0.1,39.1,79
6176,21.6,35.6,79
6177,26.7,15.9,91
6178,-3.6,5.9,48
6179,34.9,9.7,87
6180,8.2,27.5,58
6181,32.9,48.2,67
6182,21.6,17.4,74
6183,32.3,10.5,47
6184,33.3,28.9,81
6185,7.6,5.1,97
6186,28.9,45.1,49
6187,27.3,25.0,60
6188,17.8,18.2,25
6189,28.6,4.7,27
6190,22.5,26.7,49
6191,15.2,33.0,38
6192,18.1,3.6,93
6193,0.4,34.0,59
6194,22.3,5.4,23
6195,26.3,20.1,88
6196,25.7,33.3,52
6197,30.9,43.2,23
6198,22.1,5.3,50
6199,-0.5,6.2,70
6200,29.4,27.4,92
6201,29.1,28.5,92
6202,-2.5,13.5,34
6203,13.4,8.5,94
6204,10.0,29.9,21
6205,12.5,25.1,71
6206,31.1,10.6,76
6207,14.4,24.8,97
6208,4.9,27.1,45
6209,7.0,17.6,73
6210,5.5,31.8,52
6211,17.8,27.8,41
6212,27.9,13.3,68
6213,8.4,20.0,68
6214,33.4,41.5,84
6215,16.5,46.3,36
6216,-1.7,48.6,45
6217,20.5,4.3,75
6218,4.9,0.8,89
6219,12.8,40.2,59
6220,25.0,23.8,68
6221,2.0,1.5,29
6222,23.7,31.0,89
6223,15.5,46.5,86
6224,6.1,20.7,34
6225,22.0,4.5,45
6226,0.1,25.3,37
6227,33.5,48.8,69
6228,-2.7,4.8,22
6229,32.2,47.1,95
6230,4.1,24.6,42
6231,6.9,18.8,55
6232,22.4,19.1,92
6233,35.0,31.3,70
6234,16.6,18.7,64
6235,35.0,2.6,72
6236,-0.2,7.2,25
6237,8.5,15.7,86
6238,22.6,34.3,34
6239,2.0,46.4,31
6240,-1.8,1.7,71
6241,11.8,8.9,63
6242,27.5,31.7,83
6243,25.8,10.7,22
6244,1.0,44.3,44
6245,6.3,14.6,74
6246,26.6,43.0,75
6247,18.3,24.6,55
6248,28.0,49.1,78
6249,31.6,11.1,23
6250,15.2,5.6,73
6251,18.7,36.5,70
6252,27.7,39.7,65
6253,7.2,34.2,89
6254,21.1,33.2,100
6255,-3.3,11.1,26
6256,16.9,8.0,56
6257,0.3,2.6,92
6258,16.1,35.5,45
6259,28.8,13.4,86
6260,1.6,37.4,77
6261,11.1,35.4,97
6262,-3.6,40.8,37
6263,7.0,14.5,75
6264,-1.2,48.9,94
6265,29.9,40.1,86
6266,22.1,42.9,20
6267,14.8,21.9,85
6268,12.7,18.4,62
6269,29.8,47.6,43
6270,20.7,14.4,71
6271,1.3,12.0,48
6272,26.4,23.6,80
6273,-3.9,0.5,99
6274,11.3,29.2,35
6275,8.9,11.8,53
6276,11.6,46.0,83
6277,5.8,3.2,63
6278,-2.3,4.7,45
6279,18.7,5.2,20
6280,-3.2,18.9,53
6281,25.5,7.7,80
6282,5.8,37.7,69
6283,19.4,44.2,64
6284,22.1,16.4,90
6285,24.4,16.2,32
6286,1.6,11.4,67
6287,-1.1,10.4,50
6288,20.1,44.2,23
6289,10.9,0.1,35
6290,26.2,38.5,80
6291,12.4,8.3,91
6292,17.5,21.6,69
6293,16.0,31.0,79
6294,25.1,40.3,58
6295,29.5,35.0,45
6296,26.8,21.4,88
6297,10.7,5.8,27
6298,32.3,14.5,22
6299,15.9,2.8,65
6300,16.8,4.8,68
6301,18.1,15.3,75
6302,12.2,14.3,26
6303,15.2,27.8,71
6304,6.8,10.3,62
6305,17.0,36.9,85
6306,29.2,32.4,80
6307,-4.7,20.9,30
6308,14.7,3.2,82
6309,11.2,12.3,22
6310,24.8,17.2,87
6311,-3.2,25.6,39
6312,15.3,16.0,24
6313,5.6,12.2,29
6314,30.5,46.0,50
6315,1.6,49.4,32
6316,13.0,45.2,42
6317,29.6,40.6,23
6318,-1.7,44.6,96
6319,33.1,18.1,21
6320,0.2,27.6,43
6321,27.1,8.4,57
6322,-4.6,10.9,22
6323,-1.1,45.3,21
6324,22.4,0.4,60
6325,1.6,32.2,35
6326,21.0,2.7,79
6327,-0.3,6.4,80
6328,8.7,14.0,45
6329,17.1,36.8,91
6330,2.8,25.5,89
6331,4.9,20.1,35
6332,2.0,8.6,36
6333,11.9,30.7,48
6334,5.1,20.5,100
6335,-1.0,46.1,49
6336,29.7,5.4,66
6337,-2.4,12.4,30
6338,25.8,0.1,39
6339,26.1,34.9,56
6340,-3.7,13.5,47
6341,20.2,47.6,26
6342,-1.5,14.1,29
6343,23.2,26.0,32
6344,9.3,43.0,50
6345,30.3,15.4,25
6346,-4.8,47.1,21
6347,12.3,33.1,99
6348,29.0,11.9,32
6349,28.5,7.5,28
6350,2.2,22.0,77
6351,28.0,33.3,57
6352,11.6,37.5,91
6353,21.5,1.0,53
6354,4.3,34.7,20
6355,-3.8,26.2,34
6356,16.4,15.8,93
6357,-1.7,2.8,83
6358,8.5,16.0,97
6359,13.6,1.1,38
6360,-4.5,0.7,66
6361,12.5,48.8,26
6362,-1.1,2.0,60
6363,25.9,43.0,64
6364,21.0,30.5,85
6365,20.4,8.3,28
6366,-1.3,32.7,42
6367,5.0,22.6,50
6368,12.2,40.1,89
6369,15.6,22.7,31
6370,15.7,6.8,62
6371,14.3,31.8,60
6372,14.3,15.9,79
6373,19.9,21.6,29
6374,26.4,39.0,51
6375,-3.1,6.5,89
6376,3.1,25.7,41
6377,19.2,47.6,73
6378,10.0,13.1,27
6379,8.6,25.0,65
6380,-0.9,41.3,23
6381,8.5,40.0,28
6382,7.6,47.2,87
6383,31.8,20.3,91
6384,2.6,23.8,37
6385,11.4,26.1,63
6386,-2.3,21.5,90
6387,-4.4,29.0,62
6388,18.7,48.3,88
6389,24.9,39.7,39
6390,16.6,43.3,86
6391,4.7,17.6,32
6392,21.5,41.7,93
6393,9.5,37.7,26
6394,23.5,34.0,21
6395,26.9,10.0,37
6396,20.2,9.1,38
6397,9.4,23.6,75
6398,23.6,47.1,28
6399,3.3,44.9,52
6400,18.7,20.7,31
6401,14.5,5.7,21
6402,13.2,30.7,39
6403,10.5,44.8,63
6404,30.5,17.3,91
6405,-2.4,11.9,27
6406,6.3,20.7,48
6407,14.4,34.8,60
6408,33.6,40.3,100
6409,-3.9,27.4,48
6410,33.6,8.2,40
6411,26.9,49.5,90
6412,17.0,8.5,36
6413,11.7,13.6,60
6414,3.0,23.2,48
6415,7.9,20.1,33
6416,30.0,13.0,81
6417,31.3,1.6,21
6418,26.8,19.3,70
6419,11.0,47.2,51
6420,8.0,14.7,26
6421,2.5,32.6,69
6422,29.0,28.5,72
6423,20.2,32.7,97
6424,-0.3,33.2,40
6425,32.9,27.3,64
6426,30.8,31.0,42
6427,24.4,36.9,35
6428,10.8,44.1,86
6429,6.8,9.4,56
6430,-0.5,19.8,82
6431,16.0,12.8,64
6432,20.3,0.6,93
6433,29.2,36.5,29
6434,32.2,31.6,86
6435,27.2,33.9,39
6436,25.8,24.7,72
6437,14.6,3.7,23
6438,25.0,17.3,52
6439,35.0,28.2,61
6440,15.9,45.8,74
6441,32.7,0.5,29
6442,9.2,1.3,41
6443,28.0,11.9,38
6444,34.6,34.5,90
6445,2.0,40.9,50
6446,14.2,34.0,98
6447,29.9,46.4,54
6448,25.7,9.9,61
6449,-3.2,28.7,52
6450,21.0,38.0,49
6451,10.6,48.0,96
6452,20.4,42.3,84
6453,18.0,11.0,42
6454,-0.5,48.2,43
6455,2.7,28.9,32
6456,18.8,38.0,59
6457,-5.0,46.2,88
6458,-2.9,2.5,61
6459,8.4,15.1,94
6460,11.9,39.9,67
6461,14.3,31.6,39
6462,9.0,25.0,97
6463,10.5,42.7,76
6464,12.7,0.9,85
6465,22.8,45.7,21
6466,1.8,1.6,60
6467,-4.1,41.7,67
6468,18.8,5.9,33
6469,28.1,3.2,65
6470,22.6,48.6,32
6471,27.8,46.1,34
6472,15.2,12.8,77
6473,33.5,4.6,83
6474,-3.0,11.9,93
6475,5.9,24.5,50
6476,-1.4,45.7,83
6477,6.8,15.7,74
6478,-0.0,21.6,31
6479,24.8,45.2,90
6480,0.6,13.5,90
6481,1.8,47.5,95
6482,6.2,33.0,38
6483,12.7,24.0,89
6484,-1.6,1.9,79
6485,8.9,29.7,58
6486,14.6,34.4,33
6487,29.1,38.4,35
6488,24.3,1.4,85
6489,-2.0,31.8,37
6490,28.3,11.3,64
6491,29.8,36.5,99
6492,0.1,28.4,33
6493,23.4,48.5,71
6494,13.4,30.8,68
6495,28.2,31.6,62
6496,29.6,21.0,78
6497,-2.7,25.9,72
6498,2.9,37.3,93
6499,31.2,3.2,53
6500,21.2,17.9,97
6501,30.7,41.3,44
6502,31.1,39.5,30
6503,32.4,19.4,32
6504,24.3,18.9,96
6505,26.7,10.7,49
6506,24.7,27.9,68
6507,14.2,17.9,87
6508,9.6,1.6,31
6509,8.7,28.6,32
6510,30.1,20.7,20
6511,4.5,27.8,96
6512,25.8,26.1,20
6513,30.6,3.2,83
6514,31.0,9.4,56
6515,31.2,46.7,55
6516,32.3,25.9,42
6517,21.0,14.5,46
6518,3.2,25.1,82
6519,5.2,46.9,28
6520,19.6,31.4,93
6521,14.5,46.0,55
6522,18.9,13.4,50
6523,18.4,28.9,29
6524,1.9,34.1,81
6525,26.8,45.0,51
6526,23.7,29.4,81
6527,-0.2,11.3,40
6528,-0.6,44.8,25
6529,0.3,30.9,84
6530,24.4,28.7,31
6531,-4.9,34.6,41
6532,4.4,37.9,71
6533,12.0,25.3,92
6534,34.5,27.0,29
6535,31.6,49.8,38
6536,0.0,7.7,93
6537,30.1,20.0,80
6538,23.9,41.3,95
6539,1.2,20.8,65
6540,34.1,29.8,55
6541,25.5,23.0,71
6542,10.8,4.8,58
6543,-3.9,40.3,24
6544,19.8,9.8,39
6545,22.1,11.8,85
6546,-4.7,49.8,75
6547,33.8,27.4,56
6548,0.3,22.0,83
6549,27.1,26.1,87
6550,9.1,49.8,20
6551,11.4,29.3,30
6552,-0.9,1.6,77
6553,14.9,31.0,56
6554,34.9,15.9,87
6555,4.1,19.3,96
6556,30.0,25.5,67
6557,17.2,36.1,77
6558,33.1,19.9,83
6559,1.6,34.3,64
6560,23.5,39.9,59
6561,0.5,44.0,44
6562,24.8,33.4,81
6563,5.6,1.0,73
6564,6.3,11.5,43
6565,2.0,39.5,50
6566,8.6,47.5,84
6567,22.0,43.4,78
6568,24.8,12.1,60
6569,25.1,15.2,35
6570,1.0,25.9,21
6571,27.8,38.4,91
6572,33.3,10.7,27
6573,34.1,34.2,23
6574,4.6,38.3,73
6575,15.3,46.1,86
6576,-3.1,31.4,95
6577,3.3,36.4,86
6578,31.9,30.3,99
6579,15.4,3.0,86
6580,5.0,10.5,44
6581,20.0,0.5,80
6582,25.8,12.7,98
6583,-4.5,31.0,59
6584,-2.3,32.3,29
6585,24.8,11.9,63
6586,12.0,32.5,97
6587,16.3,32.8,78
6588,3.2,29.3,89
6589,27.4,38.2,65
6590,18.4,34.4,98
6591,18.4,9.2,93
6592,21.3,13.9,55
6593,23.2,27.3,83
6594,31.5,43.7,70
6595,10.2,0.1,30
6596,6.5,0.9,99
6597,7.9,5.6,51
6598,34.5,7.2,42
6599,10.9,46.7,85
6600,24.0,44.9,50
6601,34.5,12.9,51
6602,8.0,31.3,46
6603,29.1,32.0,61
6604,3.3,15.4,26
6605,1.3,2.4,69
6606,-4.9,32.0,77
6607,19.2,8.1,83
6608,7.0,4.8,56
6609,-1.1,25.4,77
6610,10.0,48.9,44
6611,20.3,17.0,57
6612,5.6,13.6,32
6613,8.5,32.4,90
6614,4.2,48.3,100
6615,12.3,9.6,48
6616,2.3,19.1,52
6617,33.7,41.5,33
6618,25.9,35.8,86
6619,-1.8,10.2,45
6620,0.8,29.6,94
6621,29.8,1.5,70
6622,30.2,10.2,87
6623,0.3,47.3,53
6624,4.7,29.4,92
6625,32.1,7.0,77
6626,23.2,44.8,91
6627,33.5,32.2,68
6628,2.1,33.2,66
6629,9.9,21.2,58
6630,35.0,29.1,63
6631,-2.6,22.7,67
6632,12.0,42.4,32
6633,25.3,10.8,73
6634,13.7,18.8,34
6635,12.8,48.5,51
6636,20.2,40.3,48
6637,23.1,48.3,52
6638,-1.0,2.9,95
6639,4.0,39.5,30
6640,29.0,4.2,25
6641,-1.3,19.2,68
6642,0.0,36.5,27
6643,20.1,11.4,55
6644,25.7,31.1,51
6645,26.8,11.5,36
6646,13.2,37.3,93
6647,-3.0,47.7,59
6648,27.5,35.9,50
6649,8.0,3.9,22
6650,13.9,49.8,55
6651,2.1,3.0,72
6652,28.7,27.4,60
6653,26.2,4.9,79
6654,26.8,47.6,48
6655,10.0,6.4,85
6656,9.7,20.5,81
6657,10.7,13.9,95
6658,6.2,29.8,40
6659,13.1,10.3,71
6660,21.0,29.2,51
6661,18.1,0.4,96
6662,-0.1,33.4,23
6663,7.6,28.9,67
6664,27.9,47.6,66
6665,25.9,32.9,26
6666,15.8,17.9,46
6667,21.0,2.2,94
6668,-3.6,46.1,86
6669,29.8,48.8,77
6670,6.6,12.0,68
6671,27.0,19.0,67
6672,4.7,28.3,49
6673,0.9,31.5,55
6674,32.7,10.0,94
6675,5.5,35.2,90
6676,11.7,48.7,26
6677,11.6,19.0,74
6678,2.2,26.3,71
6679,2.0,10.6,48
6680,16.0,10.9,35
6681,13.7,0.6,97
6682,-3.7,45.4,28
6683,6.0,16.1,75
6684,5.1,22.9,31
6685,15.1,9.3,34
6686,-0.2,25.4,86
6687,31.8,1.0,85
6688,20.5,15.4,52
6689,2.8,44.6,21
6690,4.6,20.8,75
6691,-4.4,39.4,34
6692,-0.9,26.6,36
6693,11.6,17.5,91
6694,5.5,27.0,35
6695,11.2,28.1,44
6696,16.2,35.9,95
6697,2.4,23.2,44
6698,33.1,33.9,42
6699,29.7,46.2,83
6700,34.7,47.3,28
6701,11.7,15.6,73
6702,25.7,15.5,42
6703,18.2,34.4,72
6704,33.2,45.7,37
6705,-2.9,1.4,39
6706,24.3,25.9,44
6707,6.7,22.5,36
6708,22.2,39.4,67
6709,20.9,30.8,59
6710,29.5,48.0,31
6711,2.4,12.8,63
6712,3.1,8.7,54
6713,25.5,5.2,35
6714,10.5,34.8,79
6715,6.2,12.0,28
6716,16.1,14.6,72
6717,21.7,24.6,28
6718,-2.3,16.5,32
6719,30.7,24.2,71
6720,22.6,38.1,75
6721,-1.5,5.6,50
6722,33.6,41.9,87
6723,9.6,48.9,57
6724,1.9,30.0,50
6725,10.5,19.8,84
6726,20.2,37.4,58
6727,30.8,5.4,92
6728,34.6,31.9,70
6729,21.7,27.2,76
6730,15.7,20.6,44
6731,24.0,9.1,78
6732,13.9,2.5,80
6733,14.5,13.5,98
6734,-3.6,6.4,52
6735,1.5,23.8,68
6736,5.3,0.2,86
6737,13.5,2.7,60
6738,18.1,22.4,81
6739,13.1,3.0,79
6740,2.3,37.9,82
6741,0.1,22.8,31
6742,28.0,15.4,53
6743,17.3,12.9,89
6744,3.2,48.9,22
6745,6.2,32.9,29
6746,-2.7,46.9,78
6747,2.2,2.8,67
6748,11.7,27.8,89
6749,10.0,8.6,33
6750,14.8,13.3,39
6751,-0.2,31.6,40
6752,21.8,23.1,71
6753,13.1,34.9,45
6754,11.8,18.4,54
6755,-2.8,5.8,99
6756,18.6,45.1,38
6757,28.7,21.4,44
6758,-4.2,44.5,67
6759,-1.4,33.2,26
6760,-2.5,15.8,22
6761,16.3,9.6,41
6762,32.4,43.0,60
6763,-2.1,33.3,21
6764,19.1,19.0,56
6765,11.3,13.2,38
6766,22.1,8.4,53
6767,-0.0,40.3,71
6768,18.1,34.8,85
6769,-2.5,6.4,71
6770,14.1,13.9,86
6771,21.8,16.4,76
6772,24.2,34.8,86
6773,9.8,26.9,77
6774,1.2,30.3,56
6775,0.1,6.4,43
6776,13.2,5.3,66
6777,-1.5,47.0,69
6778,33.8,42.0,73
6779,32.4,22.6,45
6780,23.3,37.6,71
6781,31.1,9.1,88
6782,33.5,14.6,69
6783,15.1,22.7,23
6784,8.7,37.1,56
6785,15.2,33.7,69
6786,0.9,26.9,27
6787,23.4,30.8,77
6788,24.5,40.4,81
6789,12.6,13.2,45
6790,16.6,23.5,58
6791,-2.8,3.9,81
6792,33.5,1.5,35
6793,30.9,41.6,24
6794,24.8,40.3,99
6795,29.5,24.5,57
6796,8.0,38.8,57
6797,9.5,14.3,37
6798,-4.8,44.1,97
6799,21.2,4.2,41
6800,1.3,34.3,78
6801,27.8,0.2,57
6802,11.0,28.8,20
6803,1.7,8.4,64
6804,8.4,26.8,97
6805,22.8,8.2,96
6806,0.7,16.3,22
6807,-1.0,33.5,48
6808,11.6,4.2,46
6809,13.1,40.9,32
6810,17.5,19.1,31
6811,19.3,42.4,25
6812,6.0,6.2,68
6813,24.2,49.1,47
6814,-4.1,2.8,55
6815,-3.0,48.3,26
6816,14.5,33.1,65
6817,12.8,47.8,23
6818,16.3,31.8,35
6819,32.2,24.5,76
6820,6.6,42.3,56
6821,19.7,21.7,82
6822,2.5,16.8,39
6823,1.6,11.6,45
6824,1.2,27.5,44
6825,12.1,41.2,42
6826,4.0,43.9,98
6827,2.4,42.1,69
6828,8.0,15.6,52
6829,9.1,35.5,27
6830,-4.5,23.0,38
6831,9.9,41.6,46
6832,33.4,32.2,78
6833,5.6,32.6,55
6834,16.6,6.5,45
6835,26.8,24.4,65
6836,18.8,26.8,73
6837,-4.1,14.5,25
6838,27.0,9.7,79
6839,11.5,2.1,68
6840,2.0,7.9,38
6841,-3.0,15.8,52
6842,32.8,24.4,93
6843,-3.6,18.5,47
6844,4.5,41.3,59
6845,15.9,5.9,83
6846,28.7,40.0,79
6847,22.7,45.7,64
6848,4.9,26.0,46
6849,2.1,41.0,44
6850,31.5,12.9,50
6851,4.8,45.2,82
6852,28.6,40.3,65
6853,27.1,17.8,57
6854,1.4,41.8,81
6855,-4.5,19.2,94
6856,10.1,2.1,60
6857,-4.7,7.3,100
6858,25.2,16.6,79
6859,22.7,38.3,28
6860,33.0,13.4,99
6861,7.7,33.8,27
6862,33.5,17.5,94
6863,8.5,2.5,86
6864,12.2,20.8,54
6865,16.0,10.9,98
6866,17.6,40.7,39
6867,17.2,0.5,80
6868,28.7,19.4,72
6869,6.7,34.5,50
6870,30.1,29.1,37
6871,20.9,9.5,82
6872,28.0,5.0,91
6873,34.2,48.3,63
6874,5.6,39.9,86
6875,23.6,20.8,57
6876,0.9,5.2,67
6877,-4.0,40.1,40
6878,2.0,15.7,53
6879,18.5,46.1,69
6880,17.4,17.8,34
6881,24.3,30.3,26
6882,27.0,10.4,52
6883,9.2,2.1,33
6884,28.5,12.9,39
6885,32.8,44.9,63
6886,32.2,32.8,89
6887,19.3,11.3,32
6888,24.6,13.4,97
6889,8.5,5.6,63
6890,25.2,31.7,46
6891,6.5,4.8,35
6892,32.8,35.3,32
6893,17.9,40.9,31
6894,6.0,29.1,57
6895,27.8,37.7,85
6896,29.9,26.7,99
6897,18.9,15.2,46
6898,-0.7,7.6,92
6899,14.0,25.3,27
6900,-0.7,28.0,25
6901,-0.0,26.4,98
6902,31.8,5.8,62
6903,33.1,38.2,100
6904,32.7,41.0,20
6905,0.7,9.3,67
6906,15.3,12.2,83
6907,14.7,5.6,33
6908,14.3,19.9,29
6909,6.0,29.6,47
6910,-1.1,3.4,70
6911,-1.4,49.6,89
6912,7.6,29.8,61
6913,34.0,40.9,20
6914,6.3,2.5,53
6915,8.3,2.4,60
6916,-1.8,47.5,54
6917,28.4,49.3,55
6918,10.7,12.0,89
6919,0.6,21.5,84
6920,0.8,44.2,92
6921,6.5,28.0,83
6922,14.0,21.4,47
6923,18.2,26.7,47
6924,16.6,5.9,20
6925,14.3,17.8,79
6926,16.5,25.8,46
6927,24.7,12.4,81
6928,17.1,32.6,96
6929,17.3,9.8,47
6930,16.2,46.5,77
6931,34.8,0.2,23
6932,21.5,17.0,20
6933,31.5,26.3,48
6934,6.3,26.7,54
6935,9.3,14.8,29
6936,12.2,24.4,79
6937,16.4,49.6,39
6938,11.4,27.5,36
6939,-3.4,41.2,78
6940,20.3,23.3,40
6941,6.2,35.0,63
6942,7.7,10.8,72
6943,26.1,15.6,23
6944,31.7,37.2,78
6945,24.9,5.8,37
6946,11.3,20.8,52
6947,12.4,35.7,65
6948,3.9,39.0,74
6949,-1.3,46.7,72
6950,3.5,18.5,97
6951,-1.5,7.8,93
6952,2.3,34.6,32
6953,32.9,10.1,30
6954,31.7,34.5,45
6955,14.6,46.5,39
6956,20.7,32.1,69
6957,-0.2,15.3,35
6958,21.3,20.0,92
6959,19.4,14.4,97
6960,9.3,8.7,82
6961,1.9,49.0,34
6962,27.5,9.2,79
6963,13.0,8.4,45
6964,30.5,17.2,37
6965,21.5,0.1,42
6966,28.5,11.1,26
6967,18.4,1.0,68
6968,-0.7,14.7,33
6969,10.7,18.8,76
6970,-1.6,14.8,96
6971,3.6,7.8,84
6972,3.9,46.6,77
6973,30.5,35.5,62
6974,6.8,37.9,71
6975,24.9,17.3,66
6976,3.2,38.1,56
6977,24.7,42.0,62
6978,4.9,4.7,52
6979,5.0,45.3,82
6980,27.7,9.2,87
6981,1.0,21.7,35
6982,29.0,21.3,87
6983,26.3,31.0,94
6984,22.5,8.6,82
6985,9.5,33.6,68
6986,27.3,16.1,50
6987,4.6,45.3,87
6988,26.9,33.8,62
6989,9.9,16.9,78
6990,33.6,20.6,43
6991,24.9,19.9,35
6992,-0.4,41.6,71
6993,27.4,15.3,32
6994,16.0,41.8,50
6995,5.3,3.8,82
6996,16.8,38.9,46
6997,24.9,20.2,32
6998,-0.2,11.7,31
6999,25.2,45.2,65
7000,22.4,30.6,79
7001,8.2,6.5,69
7002,18.4,32.6,75
7003,9.4,46.4,98
7004,10.3,33.8,41
7005,-4.5,24.8,52
7006,8.1,11.1,36
7007,10.3,41.2,21
7008,26.0,44.5,40
7009,0.5,5.4,83
7010,22.8,27.3,22
7011,13.9,47.8,91
7012,31.7,19.4,90
7013,24.6,10.8,94
7014,32.3,9.4,27
7015,7.8,11.8,81
7016,15.7,2.9,72
7017,2.3,13.2,63
7018,24.0,0.5,32
7019,15.3,36.9,85
7020,4.1,35.0,83
7021,21.9,23.6,84
7022,20.6,2.5,89
7023,-4.8,12.0,56
7024,22.7,8.3,95
7025,25.2,44.3,39
7026,19.9,45.3,99
7027,11.6,32.7,41
7028,17.2,25.8,24
7029,33.3,20.5,93
7030,10.8,8.5,86
7031,-1.8,9.4,81
7032,16.3,11.5,70
7033,4.4,42.4,23
7034,3.9,35.4,70
7035,-3.1,40.5,81
7036,19.8,40.0,45
7037,29.8,29.6,51
7038,22.2,1.0,81
7039,32.7,44.2,22
7040,24.4,42.0,34
7041,11.8,34.7,85
7042,-2.2,16.0,47
7043,10.0,20.3,32
7044,26.2,17.8,69
7045,9.2,19.4,34
7046,20.5,41.7,81
7047,23.8,21.1,66
7048,23.3,35.1,95
7049,5.5,24.4,88
7050,-0.6,17.6,73
7051,22.3,19.1,61
7052,16.1,45.9,90
7053,31.7,29.7,69
7054,27.6,8.0,63
7055,5.9,25.9,62
7056,21.9,36.1,67
7057,4.7,19.0,23
7058,20.3,40.8,84
7059,24.5,9.3,74
7060,34.4,9.2,92
7061,25.1,42.9,54
7062,18.2,23.2,95
7063,-1.0,31.2,51
7064,21.3,19.0,69
7065,0.6,49.3,52
7066,1.9,43.0,85
7067,21.5,23.2,49
7068,2.0,25.0,50
7069,26.5,10.4,20
7070,23.6,46.0,35
7071,8.3,31.9,97
7072,22.5,37.6,24
7073,25.3,14.5,61
7074,32.8,17.4,97
7075,31.1,40.8,89
7076,12.9,37.1,27
7077,17.4,15.2,21
7078,24.3,30.6,62
7079,11.4,22.5,39
7080,31.1,15.9,81
7081,-2.0,33.0,48
7082,20.4,47.8,60
7083,28.1,9.8,23
7084,28.8,16.9,53
7085,26.7,33.7,61
7086,1.4,31.0,37
7087,-0.7,33.7,94
7088,16.8,17.7,47
7089,19.8,9.2,57
7090,7.8,9.5,75
7091,22.1,10.4,46
7092,26.9,48.4,60
7093,6.2,9.6,88
7094,33.7,21.9,61
7095,10.6,26.5,95
7096,33.1,20.0,72
7097,3.1,4.8,91
7098,13.8,18.1,50
7099,9.7,22.4,65
7100,20.5,27.7,32
7101,34.6,12.6,70
7102,14.7,44.2,50
7103,17.1,41.8,73
7104,29.4,7.1,40
7105,25.6,13.8,94
7106,11.3,23.9,89
7107,-0.8,41.2,69
7108,32.7,6.2,55
7109,-4.4,48.0,44
7110,3.3,39.2,94
7111,0.7,4.0,40
7112,25.3,6.6,23
7113,24.8,31.0,82
7114,7.0,13.2,23
7115,19.8,4.0,94
7116,30.1,16.4,35
7117,14.7,33.2,48
7118,17.7,0.4,24
7119,15.5,4.8,83
7120,-2.7,22.3,90
7121,25.5,3.1,64
7122,19.0,23.2,73
7123,13.4,44.4,44
7124,6.1,11.1,20
7125,-2.3,5.6,43
7126,24.8,36.8,50
7127,4.3,41.9,49
7128,6.8,2.1,56
7129,6.1,35.4,27
7130,3.9,38.7,78
7131,14.9,48.7,45
7132,33.9,40.3,28
7133,4.7,25.7,68
7134,4.5,5.1,28
7135,3.2,47.6,92
7136,13.1,31.7,31
7137,0.2,49.1,55
7138,31.2,42.7,33
7139,7.5,5.4,85
7140,28.1,32.2,92
7141,34.8,1.0,36
7142,4.0,39.6,21
7143,-0.9,19.6,63
7144,20.0,42.1,33
7145,0.7,48.1,61
7146,-1.6,14.0,95
7147,14.2,37.5,99
7148,21.3,21.8,40
7149,8.4,46.0,79
7150,2.6,42.3,20
7151,22.8,11.1,71
7152,32.8,1.4,25
7153,-0.6,29.9,58
7154,20.8,46.0,30
7155,2.5,33.6,70
7156,7.7,18.8,45
7157,24.5,34.2,63
7158,6.8,37.3,22
7159,11.5,48.4,74
7160,3.8,7.4,43
7161,19.5,23.4,26
7162,34.3,4.5,60
7163,8.5,45.5,24
7164,32.7,16.6,71
7165,2.0,25.2,78
7166,32.2,44.3,20
7167,27.4,7.7,29
7168,12.9,21.1,77
7169,30.5,42.9,85
7170,2.4,4.4,96
7171,1.7,48.5,44
7172,28.9,18.8,63
7173,31.4,5.8,35
7174,7.3,21.8,75
7175,33.0,12.7,98
7176,10.5,10.9,46
